0,0,0,-0.182662539,-0.068111455,-0.275541796,-0.284829721,-0.247678019,-0.489164087,-0.229102167,-0.640866873,-0.247678019,-0.452012384,-0.325077399,-0.678018576,-0.365325077,-0.820433437,-0.393188854,-0.941176471,-0.117647059,-0.455108359,-0.148606811,-0.696594427,-0.170278638,-0.866873065,-0.173374613,-1,0.009287926,-0.417956656,-0.015479876,-0.501547988,-0.040247678,-0.3374613,-0.046439628,-0.216718266,0.13003095975232198,-0.368421053,0.080495356,-0.445820433,0.052631579,-0.321981424,0.037151703,-0.226006192
0,0,0,-0.183486239,-0.076452599,-0.272171254,-0.290519878,-0.241590214,-0.495412844,-0.232415902,-0.642201835,-0.241590214,-0.449541284,-0.321100917,-0.675840979,-0.366972477,-0.813455657,-0.400611621,-0.929663609,-0.113149847,-0.452599388,-0.140672783,-0.691131498,-0.168195719,-0.862385321,-0.174311927,-1,0.006116208,-0.415902141,-0.018348624,-0.501529052,-0.039755352,-0.336391437,-0.04587156,-0.214067278,0.12538226299694188,-0.370030581,0.076452599,-0.44648318,0.048929664,-0.321100917,0.039755351681957186,-0.229357798
0,0,0,-0.179878049,-0.073170732,-0.271341463,-0.295731707,-0.243902439,-0.5,-0.231707317,-0.646341463,-0.25,-0.448170732,-0.326219512,-0.673780488,-0.37195122,-0.81097561,-0.405487805,-0.929878049,-0.12195122,-0.454268293,-0.146341463,-0.68902439,-0.170731707,-0.859756098,-0.176829268,-1,0.00304878,-0.417682927,-0.021341463,-0.50304878,-0.042682927,-0.335365854,-0.048780488,-0.210365854,0.125,-0.37195122,0.076219512,-0.451219512,0.048780488,-0.326219512,0.036585365853658534,-0.228658537
0,0,0,-0.179878049,-0.073170732,-0.268292683,-0.292682927,-0.237804878,-0.493902439,-0.228658537,-0.640243902,-0.243902439,-0.448170732,-0.320121951,-0.673780488,-0.368902439,-0.81402439,-0.402439024,-0.932926829,-0.115853659,-0.454268293,-0.143292683,-0.692073171,-0.167682927,-0.859756098,-0.170731707,-1,0.006097561,-0.417682927,-0.015243902,-0.50304878,-0.033536585,-0.335365854,-0.039634146,-0.213414634,0.125,-0.37195122,0.082317073,-0.451219512,0.054878048780487805,-0.326219512,0.042682926829268296,-0.231707317
0,0,0,-0.174846626,-0.082822086,-0.260736196,-0.303680982,-0.23006135,-0.5,-0.220858896,-0.644171779,-0.236196319,-0.457055215,-0.31595092,-0.67791411,-0.36196319,-0.812883436,-0.392638037,-0.932515337,-0.107361963,-0.463190184,-0.13803681,-0.699386503,-0.165644172,-0.86809816,-0.174846626,-1,0.018404907975460124,-0.423312883,-0.009202454,-0.5,-0.033742331,-0.334355828,-0.039877301,-0.214723926,0.13803680981595093,-0.374233129,0.088957055,-0.45398773,0.061349693,-0.331288344,0.042944785,-0.236196319
0,0,0,-0.178461538,-0.073846154,-0.267692308,-0.292307692,-0.236923077,-0.492307692,-0.227692308,-0.636923077,-0.24,-0.455384615,-0.32,-0.676923077,-0.369230769,-0.812307692,-0.403076923,-0.929230769,-0.110769231,-0.461538462,-0.147692308,-0.698461538,-0.175384615,-0.864615385,-0.181538462,-1,0.015384615384615385,-0.424615385,-0.012307692,-0.501538462,-0.033846154,-0.335384615,-0.04,-0.212307692,0.13538461538461538,-0.378461538,0.086153846,-0.452307692,0.058461538,-0.326153846,0.046153846153846156,-0.227692308
0,0,0,-0.180981595,-0.070552147,-0.273006135,-0.294478528,-0.242331288,-0.496932515,-0.23006135,-0.641104294,-0.245398773,-0.450920245,-0.328220859,-0.671779141,-0.377300613,-0.809815951,-0.411042945,-0.929447853,-0.119631902,-0.457055215,-0.153374233,-0.693251534,-0.180981595,-0.86196319,-0.187116564,-1,0.006134969,-0.423312883,-0.021472393,-0.5,-0.042944785,-0.334355828,-0.04601227,-0.211656442,0.12883435582822086,-0.377300613,0.076687117,-0.45398773,0.052147239,-0.328220859,0.039877301,-0.233128834
0,0,0,-0.180428135,-0.070336391,-0.272171254,-0.290519878,-0.244648318,-0.489296636,-0.235474006,-0.636085627,-0.247706422,-0.449541284,-0.330275229,-0.672782875,-0.373088685,-0.813455657,-0.403669725,-0.932721713,-0.119266055,-0.458715596,-0.149847095,-0.697247706,-0.177370031,-0.865443425,-0.186544343,-1,0.006116208,-0.422018349,-0.018348624,-0.498470948,-0.039755352,-0.330275229,-0.04587156,-0.20795107,0.12538226299694188,-0.379204893,0.079510703,-0.455657492,0.055045872,-0.330275229,0.042813456,-0.235474006
0,0,0,-0.175384615,-0.076923077,-0.270769231,-0.295384615,-0.252307692,-0.489230769,-0.246153846,-0.633846154,-0.236923077,-0.461538462,-0.32,-0.68,-0.366153846,-0.818461538,-0.396923077,-0.932307692,-0.116923077,-0.470769231,-0.153846154,-0.710769231,-0.172307692,-0.870769231,-0.175384615,-1,0.006153846,-0.44,-0.043076923,-0.504615385,-0.055384615,-0.341538462,-0.052307692,-0.227692308,0.12615384615384614,-0.396923077,0.061538462,-0.461538462,0.036923076923076927,-0.335384615,0.027692307692307693,-0.243076923
0,0,0,-0.176100629,-0.072327044,-0.286163522,-0.286163522,-0.267295597,-0.48427673,-0.238993711,-0.628930818,-0.242138365,-0.455974843,-0.327044025,-0.682389937,-0.377358491,-0.820754717,-0.411949686,-0.937106918,-0.116352201,-0.462264151,-0.15408805,-0.70754717,-0.179245283,-0.874213836,-0.188679245,-1,0.006289308,-0.427672956,-0.044025157,-0.503144654,-0.062893082,-0.342767296,-0.062893082,-0.22327044,0.12264150943396226,-0.377358491,0.059748427672955975,-0.449685535,0.031446540880503145,-0.327044025,0.022012579,-0.232704403
0,0,0,-0.184126984,-0.063492063,-0.292063492,-0.279365079,-0.26984127,-0.482539683,-0.241269841,-0.628571429,-0.247619048,-0.447619048,-0.333333333,-0.676190476,-0.384126984,-0.815873016,-0.419047619,-0.933333333,-0.120634921,-0.457142857,-0.155555556,-0.701587302,-0.184126984,-0.86984127,-0.196825397,-1,0,-0.425396825,-0.041269841,-0.498412698,-0.057142857,-0.336507937,-0.057142857,-0.215873016,0.12063492063492064,-0.380952381,0.063492063,-0.447619048,0.038095238,-0.326984127,0.031746031746031744,-0.231746032
0,0,0,-0.188925081,-0.074918567,-0.293159609,-0.286644951,-0.270358306,-0.48534202,-0.247557003,-0.628664495,-0.241042345,-0.459283388,-0.315960912,-0.687296417,-0.364820847,-0.827361564,-0.400651466,-0.944625407,-0.120521173,-0.465798046,-0.146579805,-0.700325733,-0.166123779,-0.866449511,-0.169381107,-1,0,-0.436482085,-0.026058632,-0.498371336,-0.048859935,-0.342019544,-0.055374593,-0.221498371,0.11726384364820847,-0.38762215,0.078175896,-0.456026059,0.048859934853420196,-0.335504886,0.029315960912052116,-0.237785016
0,0,0,-0.19218241,-0.074918567,-0.296416938,-0.28990228,-0.273615635,-0.491856678,-0.250814332,-0.638436482,-0.250814332,-0.459283388,-0.32247557,-0.687296417,-0.364820847,-0.827361564,-0.394136808,-0.947882736,-0.123778502,-0.465798046,-0.153094463,-0.697068404,-0.169381107,-0.866449511,-0.169381107,-1,0,-0.436482085,-0.03257329,-0.498371336,-0.055374593,-0.335504886,-0.061889251,-0.211726384,0.12052117263843648,-0.390879479,0.068403909,-0.456026059,0.039087948,-0.332247557,0.022801303,-0.234527687
